source,campaign,plan,leave_reason,cnt,avg_days_to_churn,avg_months_since_signup
unknown,unknown,twoMonths,金額が高いので。,2,26.0,37.0
unknown,unknown,oneMonth,必要ない,2,197.0,32.5
unknown,unknown,oneMonth,.,2,80.0,33.5
unknown,unknown,oneMonth,冷凍庫に入りきらないから,2,116.0,35.5
unknown,unknown,twoMonths,利用する機会が無いため,2,237.0,45.5
unknown,unknown,twoMonths,食べきれなくなった,2,351.0,44.0
unknown,unknown,twoMonths,冷凍庫に入らないから。,2,262.0,36.0
unknown,unknown,oneMonth,利用していないため,2,490.0,50.0
unknown,unknown,oneMonth,不要になった。,2,653.0,53.5
unknown,unknown,twoMonths,価格が高いと感じた。,2,65.0,26.0
unknown,unknown,twoMonths,パンを食べなくなった。,2,298.0,46.5
unknown,unknown,twoMonths,好みでないパンもあるので,2,168.0,33.5
unknown,unknown,oneMonth,飽きたため,2,476.0,50.5
unknown,unknown,twoMonths,金額が高い。,2,157.0,47.0
unknown,unknown,twoMonths,届かないから,2,25.0,26.0
unknown,unknown,twoMonths,ありがとうございました！,2,60.0,28.5
unknown,unknown,oneMonth,満足したから。,2,105.0,52.0
unknown,unknown,oneMonth,値段が高め,2,14.0,41.0
unknown,unknown,twoMonths,ポイントサイトとの併用ができなかったため,2,5.0,26.0
unknown,unknown,oneMonth,お試しだったため,2,30.0,36.5
unknown,unknown,twoMonths,必要がなくなった為,2,20.0,33.0
unknown,unknown,twoMonths,使うことがなくなったから。,2,174.0,34.0
unknown,unknown,oneMonth,好みのパンが少ないため,2,132.0,28.5
unknown,unknown,oneMonth,値段が高すぎる,2,77.0,43.5
unknown,unknown,twoMonths,  ,2,32.0,26.0
unknown,unknown,twoMonths,不要となったため,2,3.0,26.0
unknown,unknown,oneMonth,近くにパン屋さんができたので,2,815.0,57.5
unknown,unknown,twoMonths,冷凍庫のスペース確保が困難,2,631.0,51.5
unknown,unknown,twoMonths,ダイエットするため,2,320.0,53.5
unknown,unknown,twoMonths,クーポンが使用できないからです。,2,2.0,26.0
unknown,unknown,twoMonths,金額が高いため。,2,119.0,34.5
unknown,unknown,twoMonths,退会したいから,2,359.0,43.0
unknown,unknown,twoMonths,好みではなかった,2,50.0,28.5
unknown,unknown,oneMonth,利用しなくなったから。,2,318.0,49.5
unknown,unknown,twoMonths,値段が高い為,2,60.0,37.0
unknown,unknown,oneMonth,特にないです。,2,393.0,45.5
unknown,unknown,twoMonths,金銭的問題,2,414.0,46.0
unknown,unknown,twoMonths,利用しないので。,2,399.0,42.0
unknown,unknown,twoMonths,クーポンの不備,2,29.0,26.0
unknown,unknown,oneMonth,少し値段が高い。,2,63.0,36.5
unknown,unknown,twoMonths,お金がない,2,168.0,36.0
unknown,unknown,oneMonth,パンをあまり食べなくなったから。,2,253.0,55.5
unknown,unknown,twoMonths,割高に感じたため。,2,22.0,33.5
unknown,unknown,twoMonths,冷凍庫がいっぱいの為,2,120.0,35.0
unknown,unknown,twoMonths,登録間違い,2,0.0,43.0
unknown,unknown,oneMonth,不要になった為,2,99.0,52.0
unknown,unknown,twoMonths,クーポンが使用できなかった為,2,16.0,26.0
unknown,unknown,twoMonths,最近パンを食べなくなったため,2,352.0,40.5
unknown,unknown,twoMonths,クーポンが適用されなかったため。,2,18.0,26.0
unknown,unknown,oneMonth,ダイエットを始めるから,2,54.0,41.5
unknown,unknown,twoMonths,信用できない,2,24.0,26.0
unknown,unknown,twoMonths,クーポンとポイントサイトの併用ができない為,2,2.0,26.0
unknown,unknown,oneMonth,家族が入院した為,2,130.0,41.0
unknown,unknown,oneMonth,病気のため,2,267.0,44.5
unknown,unknown,twoMonths,少し値段が高い,2,20.0,38.0
unknown,unknown,oneMonth,費用が高いため,2,39.0,62.0
unknown,unknown,oneMonth,、,2,16.0,27.5
unknown,unknown,oneMonth,値段が割高なため,2,93.0,61.5
unknown,unknown,twoMonths,トラブルのため,2,18.0,26.0
unknown,unknown,twoMonths,不要になったため。,2,113.0,36.0
unknown,unknown,oneMonth,小麦アレルギーになった為,2,318.0,51.5
unknown,unknown,twoMonths,冷凍庫に入りきれないので,2,190.0,40.0
unknown,unknown,oneMonth,間違えた,2,0.0,48.5
unknown,unknown,oneMonth,イメージと違ったため,2,15.0,39.5
unknown,unknown,twoMonths,とくにありません,2,31.0,32.5
unknown,unknown,oneMonth,いらなくなった,2,124.0,30.5
unknown,unknown,oneMonth,退会します。,2,37.0,54.5
unknown,unknown,twoMonths,クーポン利用不可の為。,2,2.0,26.0
unknown,unknown,twoMonths,高額なので,2,18.0,33.0
unknown,unknown,oneMonth,パンをあまり食べなくなった為,2,359.0,50.0
unknown,unknown,oneMonth,冷凍庫がいっぱいです。,2,56.0,32.0
unknown,unknown,twoMonths,金銭的に,2,54.0,25.0
unknown,unknown,twoMonths,食べる人数が減ったので,2,258.0,43.0
unknown,unknown,oneMonth,好みのパンが少ない為,2,60.0,49.5
unknown,unknown,oneMonth,料金高い,2,16.0,31.0
unknown,unknown,oneMonth,節約の為,2,158.0,37.5
unknown,unknown,twoMonths,ポイントサイトとクーポン併用不可のため,2,2.0,26.0
unknown,unknown,oneMonth,使わないから,2,225.0,43.0
unknown,unknown,twoMonths,テスト購入のため,2,3.0,59.0
unknown,unknown,twoMonths,クーポン利用ができない為,2,3.0,26.0
unknown,unknown,twoMonths,好みのパンが来なかった,2,226.0,42.5
unknown,unknown,oneMonth,なんとなく,2,7.0,48.0
unknown,unknown,twoMonths,冷凍庫を圧迫するため。,2,90.0,30.5
unknown,unknown,oneMonth,食べる機会が減った為,2,226.0,52.5
unknown,unknown,twoMonths,好みのパンではなかった。,2,175.0,47.0
unknown,unknown,twoMonths,冷凍庫に入りきらないため,2,299.0,33.0
unknown,unknown,twoMonths,パンを食べる機会が減ったから。,2,494.0,41.0
unknown,unknown,twoMonths,高い！,2,47.0,44.0
unknown,unknown,oneMonth,高額なため,2,50.0,51.0
unknown,unknown,twoMonths,クーポン使えなかったため,2,2.0,26.0
unknown,unknown,oneMonth,余ってしまう,2,354.0,32.0
unknown,unknown,twoMonths,クーポンが適用できなかったから,2,35.0,26.0
unknown,unknown,twoMonths,使用しなくなったから,2,745.0,56.5
unknown,unknown,twoMonths,高価なため,2,17.0,52.5
unknown,unknown,twoMonths,もう使わない,2,47.0,26.0
unknown,unknown,oneMonth,クーポンが使えなかった,2,1.0,44.0
unknown,unknown,twoMonths,飽きてしまいました。,2,243.0,37.0
unknown,unknown,oneMonth,お試しだったので。,2,15.0,41.0
unknown,unknown,oneMonth,あまり好みのパンがなかった,2,125.0,46.5
unknown,unknown,twoMonths,好みのパンが無かった,2,166.0,38.5
unknown,unknown,twoMonths,割高に感じたため,2,129.0,36.0
unknown,unknown,oneMonth,自分でパンを選びたい,2,337.0,55.0
unknown,unknown,oneMonth,料金が高いため。,2,16.0,40.5
unknown,unknown,oneMonth,間違いました。,2,0.0,34.5
unknown,unknown,twoMonths,冷凍庫に余裕がないため,2,237.0,54.0
unknown,unknown,twoMonths,あまり好みのパンがなかった,2,497.0,49.5
unknown,unknown,twoMonths,必要なくなった為,2,47.0,42.0
unknown,unknown,oneMonth,必要なくなった。,2,96.0,36.5
unknown,unknown,oneMonth,届いたパンが美味しくなかった,2,11.0,32.5
unknown,unknown,twoMonths,冷凍庫に入らないので。,2,20.0,30.0
unknown,unknown,oneMonth,試しに利用してみたため,2,13.0,32.5
unknown,unknown,oneMonth,高額のため,2,61.0,44.5
unknown,unknown,twoMonths,月額料金が高い,2,13.0,52.0
unknown,unknown,twoMonths,料金が高いと感じました。,2,29.0,39.0
unknown,unknown,twoMonths,諸事情により,2,135.0,29.0
unknown,unknown,oneMonth,食べたいパンがあまりないので。,2,53.0,44.0
unknown,unknown,oneMonth,パンをあまり食べなくなったから,2,196.0,58.0
unknown,unknown,twoMonths,また機会がありましたらよろしくお願いします。,2,34.0,26.0
unknown,unknown,twoMonths,ポイント併用不可のため,2,2.0,26.0
unknown,unknown,oneMonth,好みのパンではなかった。,2,32.0,38.5
unknown,unknown,twoMonths,お試しでやったため,2,18.0,40.0
unknown,unknown,twoMonths,使わなくなった,2,47.0,39.0
unknown,unknown,oneMonth,ありがとうございました,2,25.0,43.5
unknown,unknown,twoMonths,一身上の都合で,2,236.0,36.5
unknown,unknown,oneMonth,満足しました,2,103.0,66.0
unknown,unknown,oneMonth,引っ越すため,2,215.0,62.0
unknown,unknown,twoMonths,期待外れでした。,2,118.0,60.5
unknown,unknown,oneMonth,病気の為,2,278.0,35.5
unknown,unknown,twoMonths,お値段が高いため。,2,44.0,29.0
unknown,unknown,oneMonth,転居,2,136.0,32.0
unknown,unknown,twoMonths,金額が高いから。,2,28.0,41.0
unknown,unknown,oneMonth,割高なので。,2,31.0,56.5
unknown,unknown,oneMonth,無料期間が終わったため。,2,11.0,39.0
unknown,unknown,oneMonth,十分楽しみました。,2,660.0,57.0
unknown,unknown,twoMonths,パンが届かないので,2,38.0,26.0
unknown,unknown,twoMonths,近くにパン屋ができたので,2,84.0,31.0
unknown,unknown,oneMonth,食事制限の為,2,352.0,40.5
unknown,unknown,twoMonths,ポイントサイトとクーポンの併用が不可だったため,2,2.0,26.0
unknown,unknown,twoMonths,食べる頻度が少ない,2,258.0,37.0
unknown,unknown,oneMonth,家族の人数が減ったため。,2,294.0,41.5
unknown,unknown,twoMonths,使わなくなったから,2,466.0,47.0
unknown,unknown,twoMonths,対応,2,32.0,26.0
unknown,unknown,twoMonths,ハードなパンが多い為,2,357.0,52.5
unknown,unknown,twoMonths,高かった,2,35.0,31.0
unknown,unknown,twoMonths,無し,2,115.0,35.0
unknown,unknown,oneMonth,コスパが合わない,2,71.0,50.5
unknown,unknown,oneMonth,価格が高いので。,2,119.0,44.0
unknown,unknown,oneMonth,てすと,2,0.0,34.5
unknown,unknown,twoWeeks,特にありません,2,418.0,45.5
unknown,unknown,twoMonths,クーポン使用不可だったため,2,16.0,26.0
unknown,unknown,oneMonth,苦手なパンが多い,2,140.0,43.0
unknown,unknown,twoMonths,クーポンが利用できなかったため。,2,2.0,26.0
unknown,unknown,twoMonths,好きなパンを選んで買いたい,2,14.0,39.0
unknown,unknown,twoMonths,充分楽しみました。,2,443.0,48.0
unknown,unknown,twoMonths,クーポンが適用されなかったから,2,34.0,26.0
unknown,unknown,oneMonth,割高と感じたため,2,80.0,52.5
unknown,unknown,twoWeeks,価格,2,22.0,37.5
unknown,unknown,twoMonths,パンを食べる頻度が減ったから,2,295.0,45.0
unknown,unknown,oneMonth,高いと感じたため,2,119.0,38.0
unknown,unknown,oneMonth,あまり美味しくないので,2,107.0,33.0
unknown,unknown,twoMonths,ポイントサイトとの併用不可の為,2,3.0,26.0
unknown,unknown,twoMonths,クーポンの併用ができなかったため,2,2.0,26.0
unknown,unknown,twoMonths,好みのパンが少なかった,2,454.0,40.5
unknown,unknown,twoMonths,パンの好みが合わなかった,2,153.0,54.0
unknown,unknown,twoMonths,ポイントサイトとクーポン併用できないから,2,2.0,26.0
unknown,unknown,oneMonth,利用しなくなったから,2,409.0,51.5
unknown,unknown,twoMonths,収入減の為,2,300.0,51.0
unknown,unknown,oneMonth,価格が高いので,2,210.0,56.5
unknown,unknown,twoMonths,クーポン使用不可の為,2,197.0,32.0
unknown,unknown,oneMonth,一度試してみたかったため,2,12.0,31.0
unknown,unknown,twoWeeks,価格が高い,2,77.0,43.0
unknown,unknown,oneMonth,好みのパンが無かった,2,378.0,44.0
unknown,unknown,twoMonths,美味しくなかった。,2,30.0,42.0
unknown,unknown,twoMonths,クーポンが適用されなかったため,2,1.0,31.0
unknown,unknown,twoMonths,あまり食べなくなった,2,225.0,32.0
unknown,unknown,twoMonths,メールがきたから,2,16.0,26.0
unknown,unknown,oneMonth,あまり良くなかった,2,133.0,48.5
unknown,unknown,twoMonths,ざんねんです,2,16.0,26.0
unknown,unknown,oneMonth,料金が高いので,2,122.0,43.5
unknown,unknown,twoMonths,パンをあまり食べないため。,2,22.0,51.0
unknown,unknown,twoMonths,クーポンが使えない為,2,22.0,26.0
unknown,unknown,twoMonths,コスト,2,42.0,36.5
unknown,unknown,oneMonth,ダイエットするため,2,151.0,56.0
unknown,unknown,twoMonths,好みのパンが少ない。,2,90.0,43.0
unknown,unknown,oneMonth,好みのパンが無いため,2,99.0,37.5
unknown,unknown,oneMonth,飽きたから,2,473.0,66.0
unknown,unknown,twoMonths,利用しないため。,2,38.0,33.0
unknown,unknown,twoMonths,不要になった為,2,12.0,34.0
unknown,unknown,oneMonth,クーポンが利用できないため,2,3.0,26.0
unknown,unknown,twoMonths,必要なくなりました,2,35.0,36.5
unknown,unknown,oneMonth,お試しだったから,2,56.0,38.5
unknown,unknown,twoMonths,対応が悪すぎ,2,31.0,26.0
unknown,unknown,twoMonths,割高なので,2,77.0,44.5
unknown,unknown,oneMonth,期待外れ,2,38.0,42.0
unknown,unknown,twoMonths,パンをあまり食べなくなったので。,2,162.0,32.5
alliance-coupon,ponta_2404,oneMonth,,2,2.0,7.5
unknown,unknown,twoMonths,好みのパンがなかったから,2,163.0,49.0
unknown,unknown,twoMonths,好みに合わない,2,461.0,42.0
unknown,unknown,twoMonths,好みのパンが少ないから,2,459.0,47.5
unknown,unknown,oneMonth,思ってたのと違った,2,30.0,40.0
unknown,unknown,oneMonth,なかなか好みのパンに出会えない,2,254.0,47.0
unknown,unknown,twoMonths,コストが高いため,2,235.0,29.0
unknown,unknown,twoMonths,間違えたため,2,0.0,33.0
unknown,unknown,oneMonth,パンの種類に偏りがあるため。,2,468.0,48.5
unknown,unknown,oneMonth,お値段,2,20.0,34.0
unknown,unknown,twoMonths,テストのため。,2,2.0,41.5
unknown,unknown,oneMonth,値段が高いので。,2,103.0,28.0
unknown,unknown,oneMonth,あまり満足できなかった,2,43.0,40.0
unknown,unknown,oneMonth,高いと思った,2,51.0,50.5
unknown,unknown,oneMonth,入院するため,2,231.0,38.0
panforyou.jp,(referral),oneMonth,,2,77.0,10.0
unknown,unknown,oneMonth,高いため。,2,116.0,53.0
unknown,unknown,oneMonth,試してみたかったので。,2,53.0,43.5
unknown,unknown,oneMonth,値段が高いと感じました。,2,64.0,55.0
unknown,unknown,twoMonths,要らなくなった,2,3.0,28.0
unknown,unknown,twoMonths,諸事情により退会します。,2,344.0,49.5
unknown,unknown,twoMonths,料金が少し高い,2,39.0,33.5
unknown,unknown,twoMonths,家族が減ったため,2,917.0,52.0
unknown,unknown,twoMonths,経済的事情,2,522.0,53.5
unknown,unknown,twoMonths,好みのパンがあまりなかった,2,320.0,42.0
unknown,unknown,oneMonth,あまり食べないため,2,301.0,60.0
unknown,unknown,twoMonths,自己都合,2,240.0,41.0
unknown,unknown,twoMonths,価格面,2,60.0,33.0
unknown,unknown,twoMonths,ポイントインカムでクーポンも併用されると聞いていたができなかった,2,31.0,26.0
unknown,unknown,twoMonths,退会したいため,2,16.0,26.0
unknown,unknown,oneMonth,長期入院のため,2,42.0,52.0
unknown,unknown,oneMonth,近くにパン屋さんができたので。,2,346.0,61.0
unknown,unknown,oneMonth,好みのパンがない,2,349.0,42.0
unknown,unknown,oneMonth,生活環境が変わったため,2,773.0,53.5
unknown,unknown,twoMonths,ポイントサイト経由での新規会員登録のクーポンの併用利用無効であるため,2,2.0,26.0
unknown,unknown,twoMonths,生活スタイルが変わったため,2,633.0,46.0
unknown,unknown,oneMonth,金銭面,2,197.0,67.0
unknown,unknown,oneMonth,思っていたより量が少なかった,2,100.0,69.0
unknown,unknown,oneMonth,おいしくないから,2,107.0,47.5
unknown,unknown,twoMonths,　　　　,2,4.0,26.0
unknown,unknown,twoMonths,ポイントサイト経由だったので。,2,2.0,26.0
unknown,unknown,twoMonths,高額のため,2,289.0,50.5
unknown,unknown,twoMonths,満足しました。,2,458.0,54.5
unknown,unknown,oneMonth,ごめんなさい,2,75.0,36.5
unknown,unknown,oneMonth,美味しく無い,2,112.0,38.0
unknown,unknown,oneMonth,特に理由はありません,2,73.0,36.0
unknown,unknown,oneMonth,金額の問題,2,42.0,52.5
unknown,unknown,oneMonth,同じようなパンが多い,2,161.0,48.0
unknown,unknown,oneMonth,好みと合わない,2,318.0,48.5
unknown,unknown,twoMonths,間違えました,2,0.0,33.5
unknown,unknown,twoMonths,特に理由はありません,2,860.0,57.5
unknown,unknown,twoMonths,引越し,2,66.0,31.5
unknown,unknown,oneMonth,冷凍庫がいっぱい,2,94.0,30.0
unknown,unknown,oneMonth,無料期間終了のため,2,11.0,40.0
unknown,unknown,twoMonths,クーポンが適応されなかったため,2,31.0,26.0
unknown,unknown,twoMonths,クーポン不可,2,4.0,26.0
unknown,unknown,twoMonths,ポイントサイトとの併用不可のため,2,2.0,26.0
unknown,unknown,oneMonth,必要無くなった,2,103.0,35.5
unknown,unknown,twoMonths,...,2,225.0,31.0
unknown,unknown,oneMonth,クーポンがなくなったから,2,19.0,40.5
unknown,unknown,twoMonths,好きなパンがなかったから,2,105.0,36.5
unknown,unknown,twoMonths,引っ越しのため,2,320.0,49.5
unknown,unknown,twoMonths,好みのパンが来ない。,2,118.0,41.5
google,(organic),twoWeeks,,2,87.0,9.5
unknown,unknown,twoMonths,継続が難しいため,2,22.0,33.0
unknown,unknown,oneMonth,使わなくなった,2,376.0,49.5
unknown,unknown,oneMonth,家計の見直しのため,2,571.0,41.5
unknown,unknown,twoMonths,一度お試ししてみたかったので。,2,30.0,41.0
unknown,unknown,twoMonths,パンに飽きた,2,177.0,40.0
unknown,unknown,twoMonths,冷凍庫がいっぱいのため,2,47.0,33.0
unknown,unknown,oneMonth,食べきれないので,2,169.0,37.5
unknown,unknown,oneMonth,不要になったため,2,32.0,49.0
unknown,unknown,twoMonths,対応がひどい為,2,30.0,26.0
unknown,unknown,twoMonths,ポイントサイトと併用できなかったから,2,3.0,26.0
unknown,unknown,oneMonth,オプトのテストで利用しました。,2,0.0,40.0
unknown,unknown,oneMonth,高額,2,68.0,31.0
unknown,unknown,oneMonth,金額が高すぎる,2,62.0,33.5
unknown,unknown,oneMonth,好みのパンが少なかったので,2,66.0,30.0
unknown,unknown,oneMonth,好きなパンがあまりなかった,2,102.0,36.0
unknown,unknown,twoMonths,クーポンの併用が出来なかったため,2,2.0,26.0
unknown,unknown,twoMonths,飽きた為,2,656.0,50.5
unknown,unknown,twoMonths,高すぎる,2,53.0,33.0
unknown,unknown,oneMonth,間違えて登録した,2,44.0,29.5
unknown,unknown,twoMonths,好みのパンが少なかったから。,2,251.0,44.0
unknown,unknown,oneMonth,冷凍庫に入りきらない,2,693.0,69.5
